No,Entity Name,Science Center,Assessment Year,Last Data Year,Assessment Level,Citation,Comments,Best F,F Year,Flimit,Fmsy,F/Flimit,F/Fmsy,Best B,B Year,B/Blimit,B/Bmsy,Stock Level Relative to Bmsy,Bmsy,Blim
246,Rosette skate - Southern New England / Mid-Atlantic,NEFSC,2009,2008,1,"NEFSC Memo (Thompson) April 13, 2009",,,2008,,,,,0.052,2008,2.167,1.083,ABOVE,,
247,Rosette skate - Southern New England / Mid-Atlantic,NEFSC,2011,2010,1,"NEFSC Memo (Thompson) Jan. 13, 2011","F is the percent change in the average survey index from 2008-2010 compared to 2007-2009. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy and F/Flimit; they are not meaningful because of the quirky overfishing definition based on percentages. B is the average wt per survey tow during 2008-2010. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-25.9,2010,-60,,0.432,,0.04,2008,1.667,0.833,NEAR,,
248,Rosette skate - Southern New England / Mid-Atlantic,NEFSC,2012,2011,1,"NEFSC Memo (Karp) Aug. 21, 2012","F is the percent change in the average survey index from 2009-2011 compared to 2008-2010. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2009-2011. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",4.6,2011,-60,,-0.077,,0.042,2008,1.75,0.875,NEAR,,
249,Rosette skate - Southern New England / Mid-Atlantic,NEFSC,2013,2012,1,"NEFSC Memo (Karp to Bullard) July 2, 2013","F is the percent change in the average survey index from 2010-2012 compared to 2009-2011. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2010-2012. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-21.7,2012,-60,,0.362,,0.033,2012,1.375,0.688,BELOW,,
250,Rosette skate - Southern New England / Mid-Atlantic,,2017,2016,,skatememoJuly2017,,-7.9,2016,-60,,0.131666667,,0.47,2016,1.958333333,0.979166667,,0.48,0.24
251,Smooth skate - Gulf of Maine,NEFSC,1999,1998,1,SARC 30 Report (2000),,,,,,,,,,,,,,
252,Smooth skate - Gulf of Maine,NEFSC,2006,2005,1,NEFSC CRD 07-03 (2007),"F/Flimt, F/Fmsy, and F/Ftarget are not defined.",,2005,,,,,0.18,2005,1.125,0.563,,,
253,Smooth skate - Gulf of Maine,NEFSC,2008,2008,1,"NEFSC Memo (Thompson) April 13, 2009","Ignore F/Flimit and F/Fmsy calculated values - because F values are % change in moving average, they are not applicable.",,2008,,,,,0.13,2008,0.897,0.448,BELOW,,
254,Smooth skate - Gulf of Maine,NEFSC,2009,2008,1,"NEFSC Memo (Thompson) April 13, 2009",,,2008,,,,,0.13,2008,0.897,0.448,BELOW,,
255,Smooth skate - Gulf of Maine,NEFSC,2011,2010,1,"NEFSC Memo (Thompson) Jan. 13, 2011","F is the percent change in the average survey index from 2008-2010 compared to 2007-2009. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy and F/Flimit; they are not meaningful because of the quirky overfishing definition based on percentages. B is the average wt per survey tow during 2008-2010. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",22.2,2010,-30,,-0.74,,0.16,2010,1.103,0.552,BELOW,,
256,Smooth skate - Gulf of Maine,NEFSC,2012,2011,1,"NEFSC Memo (Karp) Aug. 21, 2012","F is the percent change in the average survey index from 2009-2011 compared to 2008-2010. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2009-2011. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",42.4,2010,-30,,-1.413,,0.23,2011,1.769,0.852,BELOW,,
257,Smooth skate - Gulf of Maine,NEFSC,2013,2012,1,"NEFSC Memo (Karp to Bullard) July 2, 2013","F is the percent change in the average survey index from 2010-2012 compared to 2009-2011. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2010-2012. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",0.8,2012,-30,,-0.027,,0.23,2012,1.769,0.852,NEAR,,
258,Smooth skate - Gulf of Maine,,2017,2016,,skatememoJuly2017,,21.4,2016,-30,,0.713333333,,0.25,2016,1.923076923,0.925925926,,0.27,0.13
259,Thorny skate - Gulf of Maine,NEFSC,1999,1998,1,SARC 30 Report (2000),,,,,,,,,,,,,,
260,Thorny skate - Gulf of Maine,NEFSC,2006,2005,1,NEFSC CRD 07-03 (2007),"F/Flimt, F/Fmsy, and F/Ftarget are not defined.",,2005,,,,,0.56,2005,0.255,0.127,,,
261,Thorny skate - Gulf of Maine,NEFSC,2008,2008,1,"NEFSC Memo (Thompson) April 13, 2009","Ignore F/Flimit and F/Fmsy calculated values - because F values are % change in moving average, they are not applicable.",,2008,,,,,0.42,2008,0.204,0.102,BELOW,,
262,Thorny skate - Gulf of Maine,NEFSC,2009,2008,1,"NEFSC Memo (Thompson) April 13, 2009","F is the percent change in the average survey index from 2008-2010 compared to 2007-2009. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy and F/Flimit; they are not meaningful because of the quirky overfishing definition based on percentages. B is the average wt per survey tow during 2008-2010. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",,2008,,,,,0.42,2008,0.204,0.102,BELOW,,
263,Thorny skate - Gulf of Maine,NEFSC,2011,2010,1,"NEFSC Memo (Thompson) Jan. 13, 2011",,-4.4,2010,-20,,0.22,,0.248,2010,0.12,0.06,BELOW,,
264,Thorny skate - Gulf of Maine,NEFSC,2012,2011,1,"NEFSC Memo (Karp) Aug. 21, 2012","F is the percent change in the average survey index from 2009-2011 compared to 2008-2010. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2009-2011. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-2.4,2011,-20,,0.12,,0.24,2011,0.117,0.058,BELOW,,
265,Thorny skate - Gulf of Maine,NEFSC,2013,2012,1,"NEFSC Memo (Karp to Bullard) July 2, 2013","Change in stock status from one year ago: Overfishing is now occurring. Explanation of BRPs:F is the percent change in the average survey index from 2010-2012 compared to 2009-2011. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2010-2012. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-24.1,2012,-20,,1.205,,0.18,2012,0.087,0.044,BELOW,,
266,Thorny skate - Gulf of Maine,,2017,2016,,skatememoJuly2017,,3.7,2016,-20,,0.185,,0.13,2016,0.063106796,0.031476998,,4.13,2.06
267,Winter skate - Georges Bank / Southern New England,NEFSC,1999,1998,1,SARC 30 Report (2000),,,,,,,,,,,,,,
268,Winter skate - Georges Bank / Southern New England,NEFSC,2006,2005,1,NEFSC CRD 07-03 (2007),"F/Flimt, F/Fmsy, and F/Ftarget are not defined.",,2005,,,,,3.34,2005,1.034,0.517,,,
269,Winter skate - Georges Bank / Southern New England,NEFSC,2008,2008,1,"NEFSC Memo (Thompson) April 13, 2009","Ignore F/Flimit and F/Fmsy calculated values - because F values are % change in moving average, they are not applicable.",,2008,,,,,5.23,2008,1.868,0.934,BELOW,,
270,Winter skate - Georges Bank / Southern New England,NEFSC,2009,2008,1,"NEFSC Memo (Thompson) April 13, 2009",,,2008,,,,,5.23,2008,1.868,0.934,BELOW,,
271,Winter skate - Georges Bank / Southern New England,NEFSC,2011,2010,1,"NEFSC Memo (Thompson) Jan. 13, 2011","F is the percent change in the average survey index from 2008-2010 compared to 2007-2009. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy and F/Flimit; they are not meaningful because of the quirky overfishing definition based on percentages. B is the average wt per survey tow during 2008-2010. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",17.9,2010,-20,,-0.895,,9.64,2010,3.443,1.721,ABOVE,,
272,Winter skate - Georges Bank / Southern New England,NEFSC,2012,2011,1,"NEFSC Memo (Karp) Aug. 21, 2012","F is the percent change in the average survey index from 2009-2011 compared to 2008-2010. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2009-2011. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-10.2,2011,-20,,0.51,,8.69,2011,3.104,1.552,ABOVE,,
273,Winter skate - Georges Bank / Southern New England,NEFSC,2013,2012,1,"NEFSC Memo (Karp to Bullard) July 2, 2013","Change in stock status from 1 year ago: overfishing is now occurring. Explanation of BRPs: F is the percent change in the average survey index from 2010-2012 compared to 2009-2011. The Fmsy proxy is the percent reduction allowed in the average survey index for the years given above, and the value for each skate species is based on variance in the survey time series. Ignore the ratio in SIS of F/Fmsy, it is not meaningful because of the quirky definition based on percentages. B is the average wt per survey tow during 2010-2012. Bmsy proxy is the average of the spring or fall survey time series for a particular set of years.",-23.2,2012,-20,,1.16,,6.68,2012,2.386,1.193,ABOVE,,
274,Winter skate - Georges Bank / Southern New England,,2017,2016,,skatememoJuly2017,,24.2,,-20,,1.21,,6.65,2016,2.349823322,1.174911661,,5.66,2.83
275,Atlantic wolffish,NEFSC,2015,2014,,2015 operationa assessment,,0.003,2014,0.243,0.243,0.012,0.012,638,2014,,0.384,BELOW,1663,
276,Atlantic wolffish,,2017,2016,,2017 operational assessment,,0.002,2016,0.222,0.222,0.009009009,0.009009009,652,2016,,0.404466501,,"1,612",
277,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2004,2003,4,SARC 40 Report (2004),,,,,,,,,,,,,,
278,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2005,2003,1,SARC 40 Report (2005),,,,,,,,,,,0.81,,,
279,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2006,2005,1,"Memo, Feb. 2006, Boreman to Kurkul",,,,,,,,,,,0.48,,,
280,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2007,2006,4,NEFSC CRD 07-13 (2007),The early catch data are unreliable. Model only used recent data,0.09,2006,0.31,0.31,0.29,0.29,118700,2006,1.82,1.29,Above,,
281,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2010,2009,4,NEFSC CRD 10-09 (2010),This monkfish assessment has very high uncertainty.,0.1,2009,0.43,0.43,0.233,0.233,66062,2009,2.496,1.248,ABOVE,,
282,Goosefish - Gulf of Maine / Northern Georges Bank,NEFSC,2013,2011,4,"""2013 Monkfish Operational Assessment"" A. Richards and P. Nitschke; NEFSC CRD13-23 (2013)","Although the assessment has a retrospective pattern in the estimates of F and Total B, unadjusted values are entered in this record for 2013. This is appropriate because this was an Operational Stock Assessment, which does not permit major changes in methods. It is also related to the Review Panel Summary comments pasted in here ""Considering consistency of retrospective pattern demonstrated in 2010 and 2013 assessments, the Panel agreed that an adjustment for the retrospective pattern should be made. However, the Panel expressed concern that the adjustment to the initial stock size for projections without change to reference points creates an inconsistency in determination of stock status.""",0.08,2011,0.44,0.44,0.182,0.182,60500,2011,2.626,1.313,ABOVE,,
283,Goosefish - Gulf of Maine / Northern Georges Bank,,2016,,,crd1609,"no growth model due to ageing failure, no ref pts, no stock status",,,,,,,,,,,,,
284,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2004,2003,4,SARC 40 Report (2004),,,,,,,,,,,,,,
285,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2005,2003,1,SARC 40 Report (2005),,,,,,,,,,,0.5,,,
286,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2006,2005,1,"Memo, Feb. 2006, Boreman to Kurkul",,,,,,,,,,,0.42,,,
287,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2007,2006,4,NEFSC CRD 07-13 (2007),The early catch data are unreliable. Model only used recent data,0.12,2006,0.4,0.4,0.3,0.3,135500,2006,1.41,1.11,Above,,
288,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2010,2009,4,NEFSC CRD 10-09 (2010),This monkfish assessment has very high uncertainty.,0.07,2009,0.46,0.46,0.152,0.152,131218,2009,3.523,1.762,ABOVE,,
289,Goosefish - Southern Georges Bank / Mid-Atlantic,NEFSC,2013,2011,4,"""2013 Monkfish Operational Assessment"" A. Richards and P. Nitschke; NEFSC CRD13-23 (2013)","Although the assessment has a retrospective pattern in the estimates of F and Total B, unadjusted values are entered in this record for 2013. This is appropriate because this was an Operational Stock Assessment, which does not permit major changes in methods. It is also related to the Review Panel Summary comments pasted in here ""Considering consistency of retrospective pattern demonstrated in 2010 and 2013 assessments, the Panel agreed that an adjustment for the retrospective pattern should be made. However, the Panel expressed concern that the adjustment to the initial stock size for projections without change to reference points creates an inconsistency in determination of stock status.""",0.11,2011,0.37,0.37,0.297,0.297,111100,2011,3.1,1.55,ABOVE,,
290,Goosefish - Southern Georges Bank / Mid-Atlantic,,2016,,,crd1609,"no growth model due to ageing failure, no ref pts, no stock status",,,,,,,,,,,,,
291,Spiny dogfish - Atlantic Coast,NEFSC,2003,2002,4,SARC 37 Report (2003),,,,,,0.818,,,,,,,,
292,Spiny dogfish - Atlantic Coast,NEFSC,2006,2006,2,NEFSC CRD 06-14 (2006),"F/Fmsy, F/Ftarget, and B/Bmsy are not defined.",0.128,2005,0.39,,0.33,,106000,2005,1.06,,Undefined,,
293,Spiny dogfish - Atlantic Coast,NEFSC,2008,2008,3,"MAFMC Spiny dogfish Monitoring Comm. Memo , Nov. 24, 2008",,0.11,2007,0.39,,0.282,,194616,2008,1.946,,,,
294,Spiny dogfish - Atlantic Coast,NEFSC,2010,2008,4,NEFSC 10-06 (2010),Stock was rebuilt in 2008 and was above Btarget in 2009,0.11,2008,0.325,0.325,0.338,0.338,163256,2009,2.05,1.025,ABOVE,,
295,Spiny dogfish - Atlantic Coast,NEFSC,2011,2010,4,"MAFMC Memo to C. Moore, 9/15/2011. Spiny Dogfish ABC and Management Measures for 2012; and Update on Status of Spiny Dogfish in 2011 ( by P. Rago, K. Sosebee)",,0.093,2010,0.244,0.244,0.381,0.381,169415,2011,2.127,1.064,ABOVE,,
296,Spiny dogfish - Atlantic Coast,NEFSC,2013,2012,4,"""Update on Status of Spiny Dogfish in 2013 and projected harvests at Fmsy proxy and Pstar of 40%"" ( by P. Rago, K. Sosebee, Sep. 12, 2013) Submitted to MAFMC SSC Sept. 17, 2013.",,0.149,2012,0.244,0.244,0.611,0.611,215444,2012,2.705,1.353,ABOVE,,
297,Spiny dogfish - Atlantic Coast,NEFSC,2015,2014,4,2015 status report and projections final; ,,0.214,2014,0.2439,0.2439,0.877408774,0.877408774,"138,997",2015,1.178440017,0.589220008,,,
298,Spiny dogfish - Atlantic Coast,,2017,2017,,2017 status report and projections final; ,,0.214,2014,0.2439,0.2439,0.877408774,0.877408774,111600,2017,1.401235498,0.700617749,,,
299,Spiny dogfish - Atlantic Coast,,2018,2017,,2018 assessment update MAFMC,,0.202,2017,0.2439,0.2439,0.828208282,0.828208282,106753,2017,1.340377178,0.670188589,Above,159288,79644
