"","Entity.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","FSSI.Stock.","ITIS.Taxon.Serial.Number","Scientific.Name","Common.Name","Stock.Area","Assessment.Year","Assessment.Month","Last.Data.Year","Update.Type","Review.Result","Assessment.Model","Model.Version","Lead.Lab","Citation","Final.Assessment.Report.1","Final.Assessment.Report.2","Point.of.Contact","Life.History.Data","Abundance.Data","Catch.Data","Assessment.Level","Assessment.Frequency","Assessment.Type","Model.Category","Catch.Input.Data","Abundance.Input.Data","Biological.Input.Data","Ecosystem.Linkage","Composition.Input.Data","F.Year","Estimated.F","F.Unit","F.Basis","Flimit","Flimit.Basis","Fmsy","Fmsy.Basis","F.Flimit","F.Fmsy","Ftarget","Ftarget.Basis","F.Ftarget","B.Year","Estimated.B","B.Unit","B.Basis","Blimit","Blimit.Basis","Bmsy","Bmsy.Basis","B.Blimit","B.Bmsy","MSY","MSY.Unit","Comments"
"185","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2005,12,2004,"Full Update","Full acceptance","ASPIC",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.86000001430511,"F/Fmsy","relative_fishing_mortality",NA,NA,NA,NA,NA,NA,NA,"Fmsy",NA,NA,0.46000000834465,"B/Bmsy","Relative_Biomass",NA,NA,NA,"Bmsy",NA,NA,NA,NA,NA
"186","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.280000001192093,"mt","average F (F average across range of ages)",0.259999990463257,"Fmsy",0.259999990463257,"F40% as proxy",1.07700002193451,1.07700002193451,NA,NA,NA,2007,4964,"mt","Total stock biomass",8000,"0.5*Bmsy",16000,"B40%",0.620999991893768,0.310000002384186,3500,"mt",NA
"187","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2011,7,2010,"Benchmark","Full acceptance","ADAPT VPA",NA,"NEFSC","NEFSC CRD 11-11 (2011)","52nd Northeast Regional Stock Assessment Workshop (52nd SAW): Assessment Summary Report (2nd Edition)",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.150000005960464,"Instantaneous annual F averaged across ages","Ages_4-6",0.419999986886978,"Fmsy",0.419999986886978,"F40% as proxy",0.35699999332428,0.35699999332428,NA,NA,NA,2010,9703,"mt","Spawning biomass",5900,"0.5*Bmsy",11800,"B40%",1.64499998092651,0.822000026702881,4400,"mt",NA
"188","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2014,12,2013,"Full Update","Full acceptance","ADAPT VPA",NA,"NEFSC","2014 Operational Assessment of Goerges Bank winter flounder, Gulf of Maine winter flounder, and pollock.  NEFSC CRD15-01","2014 Operational Stock Assessments for Georges Bank Winter Flounder, Gulf of Maine Winter Flounder, and Pollock","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies","James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2013,0.300000011920929,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.439999997615814,"Fmsy",0.439999997615814,"Direct estimate",0.681999981403351,0.681999981403351,NA,NA,NA,2013,6950,"mt","Spawning biomass",4050,"0.5*Bmsy",8100,"direct estimate",1.71599996089935,0.857999980449677,3200,"mt",NA
"189","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2015,11,2014,"Full Update","Full acceptance","ADAPT VPA",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.777999997138977,"Instantaneous annual F averaged across ages","Ages_4-6",0.53600001335144,"Fmsy",0.53600001335144,"Direct estimate",1.45000004768372,1.45000004768372,NA,NA,NA,2014,2883,"mt","Spawning biomass",3350,"0.5*Bmsy",6700,"direct estimate",0.861000001430511,0.430000007152557,2840,"mt",NA
"190","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2017,10,2016,"Full Update","Full acceptance","ADAPT VPA",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Lisa Hendrickson",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.116999998688698,"Instantaneous annual F averaged across ages","Ages_4-6",0.519999980926514,"Fmsy",0.519999980926514,"Direct estimate",0.224999994039536,0.224999994039536,NA,NA,NA,2016,3946,"mt","Spawning biomass",3800,"0.5*Bmsy",7600,"direct estimate",1.03799998760223,0.518999993801117,3500,"mt",NA
"191","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Georges Bank",2019,10,2018,NA,"Full acceptance","ADAPT","N/A","NEFSC",NA,NA,NA,"Lisa Hendrickson",NA,NA,NA,NA,NA,"Operational",4,4,4,NA,0,4,2018,0.223000004887581,"Fully Selected F","Retrospective Adjusted F Rate for Fully Selected Fish - Ages 4 - 6",0.518999993801117,"Fmsy",0.518999993801117,"Direct Estimate",0.430000007152557,0.430000007152557,NA,NA,NA,2018,2175,"Metric Tons","Retrospective Adjusted Spawning Stock Biomass",4455,"0.5*Bmsy",8910,"Direct Estimate",0.488000005483627,0.244000002741814,NA,NA,NA
"192","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2004,0.129999995231628,"Fully_Recruited_F","Age_5-6",0.430000007152557,"Fmsy",0.430000007152557,NA,0.301999986171722,0.301999986171722,NA,"Fmsy proxy",NA,2004,3436,"mt","Spawning biomass",NA,NA,4140,"SSBmsy proxy",NA,0.839999973773956,NA,NA,NA
"193","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2008,9,2007,"Benchmark","Reject - Results too uncertain to be considered adequate","VPA & SCALE","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Gulf of Maine Winter Flounder","Assessment of  19 Northeast  Groundfish Stocks through 2007","James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2011,7,2010,"Benchmark","Full acceptance","Index Method",NA,"NEFSC","NEFSC CRD 11-11 (2011)","52nd Northeast Regional Stock Assessment Workshop (52nd SAW): Assessment Summary Report (2nd Edition)",NA,"James Weinberg",3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,2010,0.0299999993294477,"catch/area-swept_biomass","U (exploitation rate = catch/biomass)",0.230000004172325,"Fmsy",0.230000004172325,"F40% as proxy",0.129999995231628,0.129999995231628,NA,NA,NA,NA,6341,"Metric Tons","Survey Biomass - 30+ cm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2014,12,2013,"Full Update","Full acceptance","Index Method",NA,"NEFSC","2014 Operational Assessment of Georges Bank winter flounder, Gulf of Maine winter flounder, and pollock. NEFSC CRD15-01","2014 Operational Stock Assessments for Georges Bank Winter Flounder, Gulf of Maine Winter Flounder, and Pollock","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies","James Weinberg",3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,2013,0.0900000035762787,"catch/30cm+_biomass","U (exploitation rate = catch/biomass)",0.230000004172325,"Fmsy",0.230000004172325,"F40% as proxy",0.391000002622604,0.391000002622604,NA,NA,NA,2013,2932,"Metric Tons","Area-swept_Biomass_30cm+",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2015,11,2014,"Full Update","Full acceptance","Index Method",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014","James Weinberg",3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,2014,0.0599999986588955,"Mature Exploitation Rate","Catch / Survey Biomass of 30cm + Fish",0.230000004172325,"Fmsy",0.230000004172325,"F40% as proxy",0.261000007390976,0.261000007390976,NA,NA,NA,2014,4655,"Metric Tons","Survey biomass 30+cm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Gulf of Maine",2017,10,2016,"Full Update","Full acceptance","Index Method",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Paul Nitschke",3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,2016,0.0860000029206276,"Mature Exploitation Rate","Catch / Survey Biomass of 30+ cm Fish",0.230000004172325,NA,0.230000004172325,NA,0.374000012874603,0.374000012874603,NA,NA,NA,2014,2585,"Metric Tons","Survey biomass 30+cm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Southern New England / Mid-Atlantic",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.379999995231628,"Fully_Recruited_F","Ages_4-5",NA,NA,0.319999992847443,"Direct estimate",NA,1.18799996376038,0.319999992847443,"Fmsy",1.18799996376038,NA,3938,"mt","Spawning biomass",NA,NA,30100,"Direct Estimate",NA,0.129999995231628,10600,"mt",NA
"199","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Southern New England / Mid-Atlantic",2008,9,2007,"Benchmark","Full acceptance","VPA","ADAPT 2.8.0","NEFSC","NESC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.648999989032745,"Fully_Recruited_F","Ages_4-5",0.25,"Fmsy",0.25,"F40% as proxy",2.59599995613098,2.59599995613098,NA,NA,NA,2007,3368,"mt","Spawning biomass",19380,"0.5*Bmsy",38761,"B40%",0.17399999499321,0.0869999974966049,9742,"mt",NA
"200","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Southern New England / Mid-Atlantic",2011,7,2010,"Benchmark","Full acceptance","ASAP/SCAA","NFT 2011","NEFSC","NESC CRD 11-11 (2011)","52nd Northeast Regional Stock Assessment Workshop (52nd SAW): Assessment Summary Report (2nd Edition)",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.0509999990463257,"Fully_Recruited_F","Ages_4-5",0.28999999165535,"Fmsy",0.28999999165535,"F40% as proxy",0.175999999046326,0.175999999046326,NA,NA,NA,2010,7076,"mt","Spawning biomass",21831,"0.5*Bmsy",43661,"B40%",0.324000000953674,0.162000000476837,11728,"mt",NA
"201","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Southern New England / Mid-Atlantic",2015,11,2014,"Full Update","Full acceptance","ASAP","NFT 2011","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.159999996423721,"Instantaneous annual F averaged across ages","Ages_4-5",0.324999988079071,"Fmsy",0.324999988079071,"Direct estimate",0.492000013589859,0.490000009536743,NA,NA,NA,2014,6151,"mt","Spawning biomass",13464,"0.5*Bmsy",26928,"Direct estimate",0.456999987363815,0.230000004172325,7831,"mt",NA
"202","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172905,"Pseudopleuronectes americanus","Winter flounder","Southern New England / Mid-Atlantic",2017,11,2016,"Full Update","Full acceptance","ASAP","NFT 2011","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Anthony Wood",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.209999993443489,"Instantaneous annual F averaged across ages","Ages_4-5",0.340000003576279,"Fmsy",0.340000003576279,"Direct estimate",0.617999970912933,0.617999970912933,NA,NA,NA,2016,4360,"mt","Spawning biomass",13843,"0.5*Bmsy",24687,"Direct estimate",0.314999997615814,0.177000001072884,7532,"mt",NA
"203","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.200000002980232,"Instantaneous annual F averaged across ages","Ages_8-9",0.230000004172325,"Fmsy",0.230000004172325,"F40% as proxy",0.870000004768372,0.870000004768372,NA,"Fmsy",NA,NA,21175,"mt","Spawning biomass",12624,"0.5*Bmsy",25248,"B40%",1.67700004577637,0.839999973773956,4375,"mt",NA
"204","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.28999999165535,"Instantaneous annual F averaged across ages","Ages_8-9",0.200000002980232,"Fmsy",0.200000002980232,"F40% as proxy",1.45000004768372,1.45000004768372,NA,NA,NA,2007,3434,"mt","Spawning biomass",5723.5,"0.5*Bmsy",11447,"B40%",0.600000023841858,0.300000011920929,2352,"mt",NA
"205","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.469999998807907,"Instantaneous annual F averaged across ages","Ages_8-9",0.270000010728836,"Fmsy",0.270000010728836,"F40% as proxy",1.74100005626678,1.74100005626678,NA,NA,NA,2010,4099,"mt","Spawning biomass",5026,"0.5*Bmsy",10051,"SSB/R(F40",0.815999984741211,0.407999992370605,2075,"mt",NA
"206","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2015,11,2014,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.686999976634979,"Instantaneous annual F averaged across ages","Ages_8-9",0.279000014066696,"F40%",0.279000014066696,"F40% as proxy",2.46199989318848,2.46000003814697,NA,NA,NA,2014,2077,"mt","Spawning biomass",4736,"0.5*Bmsy",9473,"SSB/R(F40",0.439000010490417,0.219999998807907,1957,"mt",NA
"207","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2017,10,2016,"Full Update","Full acceptance","Average survey biomass",NA,"NEFSC","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. Northeast Fisheries Science Center Reference Document 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Susan Wigley",3,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,2016,0.0350000001490116,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",NA,"F40%",NA,"F40% as proxy",NA,NA,NA,NA,NA,2016,14563,"mt","Exploitable Biomass",NA,"0.5*Bmsy",NA,"SSB/R(F40",NA,NA,NA,"mt",NA
"208","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172873,"Glyptocephalus cynoglossus","Witch flounder","Northwestern Atlantic Coast",2019,10,2018,NA,"Full acceptance","Survey Abundance","Empirical Approach","NEFSC",NA,NA,NA,"Susan Wigley",NA,NA,NA,NA,NA,"Operational",2,5,4,NA,0,3,2018,0.0199999995529652,"Exploitation Rate","Catch / Survey Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,35585,"Metric Tons","Exploitable Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Rate","Fully_Recruited_F",0.170000001788139,"Fmsy",0.170000001788139,"F40% as proxy",4.41200017929077,4.41200017929077,0.259999990463257,"Frebuild",2.88499999046326,NA,1111,"mt","Spawning biomass",NA,NA,12600,"SSBmsy proxy",NA,0.0879999995231628,2300,"mt",NA
"210","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.414000004529953,NA,NA,0.239999994635582,"Fmsy",0.239999994635582,"F40% as proxy",1.72500002384186,1.72500002384186,0.238000005483627,"Frebuild",1.7389999628067,2007,1922,"mt","Spawning biomass",3895,"0.5*Bmsy",7790,"B40%",0.493000000715256,0.246999993920326,1720,"mt",NA
"211","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.360000014305115,"Instantaneous annual F averaged across ages","Rho-Adjusted_Ages_4-5",0.259999990463257,"F40%",0.259999990463257,"F40% as proxy",1.38499999046326,1.38499999046326,0.257999986410141,"Frebuild",1.39499998092651,2010,1680,"mt","Rho-Adjusted_SSB",3540,"0.5*Bmsy",7080,"SSB/R(F40MS",0.474999994039536,0.237000003457069,1600,"mt",NA
"212","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2015,11,2014,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.639999985694885,"Instantaneous annual F averaged across ages","Rho_Adjusted_Ages_4-5",0.279000014066696,"F40%",0.279000014066696,"F40% as proxy",1.38499999046326,2.28999996185303,NA,NA,NA,2014,857,"mt","Rho-Adjusted_SSB",2629,"0.5*Bmsy",5259,"SSB/R(F40MS",0.32600000500679,0.159999996423721,1285,"mt",NA
"213","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2017,10,2016,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Larry Alade",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.314000010490417,"Instantaneous annual F averaged across ages","Rho_Adjusted_Aged_4-5",0.273000001907349,"F40%",0.273000001907349,"F40% as proxy",1.14999997615814,1.14999997615814,NA,NA,NA,2016,1191,"mt","Rho-Adjusted_SSB",2320,"0.5*Bmsy",4640,"SSB/R(F40MS",0.513000011444092,0.256999999284744,1154,"mt",NA
"214","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172909,"Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",2019,10,2018,NA,"Full acceptance","VPA","N/A","NEFSC",NA,NA,NA,"Larry Alade",NA,NA,NA,NA,NA,"Operational",4,4,4,NA,0,4,2018,0.0920000001788139,"Fully Selected F","Retrospective Adjusted F Rate for Fully Selected Fish - Ages 4 - 5",0.319999992847443,"Fmsy",0.319999992847443,"F40% as proxy",0.287999987602234,0.287999987602234,NA,NA,NA,2018,2125,"Metric Tons","Retrospective Adjusted Spawning Stock Biomass",1720,"0.5*Bmsy",3439,"SSB40%",1.23500001430511,0.617999970912933,1138,"Metric Tons",NA
"215","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",172909,"Limanda ferruginea","Yellowtail flounder","Georges Bank",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2004,1.19000005722046,"Rate","Fully_Recruited_F_Age_4+",0.25,"Fmsy",0.25,"F40% as proxy",4.76000022888184,4.76000022888184,0.25,"Fmsy",4.76000022888184,2004,15700,"mt","Spawning biomass",29400,"0.5*Bmsy",58800,"SSBmsy",0.533999979496002,0.266999989748001,12900,"mt",NA
"216","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",172909,"Limanda ferruginea","Yellowtail flounder","Georges Bank",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2007,0.289000004529953,"Fully_Recruited_F","Age_4+",0.25,"Fmsy",0.25,"F40% as proxy",1.15600001811981,1.15600001811981,NA,NA,NA,2007,9527,"mt","Spawning biomass",21600,"0.5*Bmsy",43200,"B40%",0.441000014543533,0.221000000834465,9400,"mt",NA
"217","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",172909,"Limanda ferruginea","Yellowtail flounder","Georges Bank",2009,6,2008,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2009/03","GEORGES BANK YELLOWTAIL FLOUNDER",NA,"Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2008,NA,"Fully_Recruited_F","Age_4+",0.25,"Fmsy",0.25,"F40% SPR",NA,NA,NA,NA,NA,2008,NA,"mt","Spawning biomass",21600,"0.5 SSBmsy",43200,"F40% SPR",NA,NA,NA,NA,NA
