year,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,RecEng,RecRel,ComEng,ComRel,ComEng_ct,ComRel_ct,RecEng_ct,RecRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,Northeast,Mid-Atlantic,MD,"Gambrills, MD",Gambrills,"Gambrills CDP, Maryland","3,111",-0.302,-0.163,-0.663,-0.603,-1.039, NA,-0.568,0.303,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,med
2022,Northeast,Mid-Atlantic,MD,"Garrison, MD",Garrison,"Garrison CDP, Maryland","9,764",-0.214,-0.142,0.625,-0.189,0.101,-0.518,-0.131,0.304,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med high,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Georgetown, MD",Georgetown,"Georgetown CDP, Maryland",50,-1.336,-1.26,-1.067,-0.939, NA, NA,0.426, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,med,NA
2022,Northeast,Mid-Atlantic,MD,"Glassmanor, MD",Glassmanor,"Glassmanor CDP, Maryland","17,353",0.596,2.113,0.7,-1.217,0.472, NA,-1.054,1.159,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,high,med high,low,med,NA,low,high
2022,Northeast,Mid-Atlantic,MD,"Glenarden, MD",Glenarden,"Glenarden city, Maryland","6,335",-0.131,0.905,-0.521,-0.686,-0.392,0.225,-0.121,1.039,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,med,low,high
2022,Northeast,Mid-Atlantic,MD,"Glenn Dale, MD",Glenn Dale,"Glenn Dale CDP, Maryland","15,244",-0.503,0.71,-0.706,-0.909,-1.153,-0.494,-0.471,0.951,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Golden Beach, MD",Golden Beach,"Golden Beach CDP, Maryland","3,933",-0.707,-0.489,-0.808,-0.751, NA,-0.035,-0.358,-0.817,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Greenbelt, MD",Greenbelt,"Greenbelt city, Maryland","24,646",0.233,1.266,0.491,-0.934,0.152,-0.831,-0.911,0.849,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,med,low,med,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Hampton, MD",Hampton,"Hampton CDP, Maryland","5,080",-1.061,-0.559,-0.754,-0.516, NA,-0.632,-0.22,0.542,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Havre de Grace, MD",Havre de Grace,"Havre de Grace city, Maryland","14,743",-0.188,-0.365,-0.16,-0.174,0.072,-0.207,-0.017,0.085,0.262,-0.084,-0.168,-0.122,low,low,med,low,low,low,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Hebron, MD",Hebron,"Hebron town, Maryland","1,127",1.163,-0.152,0.966,-0.656,0.421,0.68,-0.691,-1.364,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,low,med high,low,med,med high,low,low
2022,Northeast,Mid-Atlantic,MD,"Herald Harbor, MD",Herald Harbor,"Herald Harbor CDP, Maryland","2,690",-0.849,-0.907,-0.663,-0.79,-0.525,0.021,-0.828,0.392,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med,low,med
2022,Northeast,Mid-Atlantic,MD,"Highland Beach, MD",Highland Beach,"Highland Beach town, Maryland",62,-1.336,-0.671,-1.067,0.798, NA,2.744,2.448,0.449,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med high,NA,high,high,med
2022,Northeast,Mid-Atlantic,MD,"Hillandale, MD",Hillandale,"Hillandale CDP, Maryland","5,002",0.119,1.76,-0.637,-0.557,-1.479,-0.306,0.228,1.196,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,low,med,high
2022,Northeast,Mid-Atlantic,MD,"Hillcrest Heights, MD",Hillcrest Heights,"Hillcrest Heights CDP, Maryland","16,478",0.388,0.108,0.113,-0.6,0.3,-0.367,-0.571,1.084,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med,low,med,low,low,high
2022,Northeast,Mid-Atlantic,MD,"Honeygo, MD",Honeygo,"Honeygo CDP, Maryland","12,045",-0.724,-0.369,-0.6,-0.327,-0.397, NA,-0.235, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Hughesville, MD",Hughesville,"Hughesville CDP, Maryland","2,299",-1.079,-0.721,-0.917,-0.224, NA,0.416,0.3,0.108,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,med,med,med
2022,Northeast,Mid-Atlantic,MD,"Huntingtown, MD",Huntingtown,"Huntingtown CDP, Maryland","2,827",-0.767,-0.545,-0.718,-0.821, NA, NA,-0.588,0.444,-0.179,-0.139,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,low,med
2022,Northeast,Mid-Atlantic,MD,"Hyattsville, MD",Hyattsville,"Hyattsville city, Maryland","20,851",-0.058,2.832,-0.404,-1.361,-0.055,0.857,-1.323,1.371,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,low,med high,low,high
2022,Northeast,Mid-Atlantic,MD,"Jarrettsville, MD",Jarrettsville,"Jarrettsville CDP, Maryland","2,677",-0.294,-0.86,-0.864,-0.595,-0.857,-0.249,-0.268,0.022,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Jesterville, MD",Jesterville,"Jesterville CDP, Maryland",72,-1.336,-1.26, NA,-3.302, NA, NA,-2.921, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,NA,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Kennedyville, MD",Kennedyville,"Kennedyville CDP, Maryland",456,-0.242,-0.938,-1.067,-0.794, NA, NA,-0.739,-0.746,-0.102,0.525,-0.168,-0.122,low,low,low,med high,low,low,low,low,NA,NA,low,low
2022,Northeast,Mid-Atlantic,MD,"Kettering, MD",Kettering,"Kettering CDP, Maryland","13,873",-0.246,-0.223,-0.409,-0.102,-0.808,-0.646,0.582,0.867,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,med high,med high
2022,Northeast,Mid-Atlantic,MD,"Kingstown, MD",Kingstown,"Kingstown CDP, Maryland","1,874",-0.481,-0.598,-0.324,-0.028,0.166,-0.626,-0.18,-0.178,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Kingsville, MD",Kingsville,"Kingsville CDP, Maryland","4,652",-0.833,-0.835,-0.462,0.293, NA,-0.547,0.478,0.176,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,NA,low,med,med
2022,Northeast,Mid-Atlantic,MD,"Konterra, MD",Konterra,"Konterra CDP, Maryland","3,104",-0.267,0.505,-0.22,0.364,-1.297, NA,1.282,0.835,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,med,low,NA,high,med high
2022,Northeast,Mid-Atlantic,MD,"La Plata, MD",La Plata,"La Plata town, Maryland","10,283",-0.693,-0.454,-0.64,-0.139,-0.332,-0.337,-0.3,0.561,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Lake Arbor, MD",Lake Arbor,"Lake Arbor CDP, Maryland","14,901",-0.432,-0.121,-0.489,-1.059,-0.594,-0.934,-0.506,1.076,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,MD,"Lake Shore, MD",Lake Shore,"Lake Shore CDP, Maryland","18,872",-0.581,-0.56,-0.782,-0.717,-0.568,-0.107,-0.446,0.281,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Landover Hills, MD",Landover Hills,"Landover Hills town, Maryland","2,118",0.324,4.313,-0.612,-0.463,-0.53,-0.211,-0.319,1.06,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,MD,"Landover, MD",Landover,"Landover CDP, Maryland","24,430",0.786,1.813,0.661,-0.899,0.285, NA,-0.992,1.017,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,high,med high,low,med,NA,low,high
2022,Northeast,Mid-Atlantic,MD,"Langley Park, MD",Langley Park,"Langley Park CDP, Maryland","21,778",1.182,9.008,1.447,-0.878,0.346,0.08,-1.578,2.416,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,high,high,low,med,med,low,high
2022,Northeast,Mid-Atlantic,MD,"Lanham, MD",Lanham,"Lanham CDP, Maryland","11,662",0.058,2.165,-0.555,-0.348,-0.801, NA,-0.1,0.91,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"Lansdowne, MD",Lansdowne,"Lansdowne CDP, Maryland","9,254",0.863,0.727,0.96,-0.452,0.635, NA,-0.475,0.272,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,med high,med high,low,med high,NA,low,med
2022,Northeast,Mid-Atlantic,MD,"Largo, MD",Largo,"Largo CDP, Maryland","11,757",-0.106,-0.066,-0.593,-1.358,-0.265,-0.563,-1.006,0.902,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Linthicum, MD",Linthicum,"Linthicum CDP, Maryland","10,731",-0.632,-0.409,-0.645,-0.656,-0.475,-0.72,-0.398,0.264,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Lochearn, MD",Lochearn,"Lochearn CDP, Maryland","27,078",0.292,0.387,0.492,-0.324,0.145,-0.528,-0.048,0.365,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Lutherville, MD",Lutherville,"Lutherville CDP, Maryland","6,595",-0.451,-0.291,-0.582,-0.552,-0.371, NA,-0.13,0.438,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,med
2022,Northeast,Mid-Atlantic,MD,"Mardela Springs, MD",Mardela Springs,"Mardela Springs town, Maryland",529,-0.256,0.091,-0.891,-0.381,0.495,0.399,-0.834,-1.248,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,MD,"Marlboro Meadows, MD",Marlboro Meadows,"Marlboro Meadows CDP, Maryland","3,757",-0.068,0.628,-0.564,-0.457,-0.81, NA,-0.034,0.663,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"Marlboro Village, MD",Marlboro Village,"Marlboro Village CDP, Maryland","9,124",-0.39,-0.37,-0.845,-1.185,-0.427, NA,-0.912,0.792,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"Marlow Heights, MD",Marlow Heights,"Marlow Heights CDP, Maryland","6,254",1.406,0.348,1.104,-0.601,0.124,-0.443,-0.432,0.847,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,med,high,low,med,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Marlton, MD",Marlton,"Marlton CDP, Maryland","10,168",-0.348,-0.453,-0.719,-1.33,-0.739,-0.681,-0.897,0.666,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Maryland City, MD",Maryland City,"Maryland City CDP, Maryland","18,345",0.354,0.623,0.557,-1.518,-0.32,-0.089,-1.521,0.311,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,med high,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Maryland Park, MD",Maryland Park,"Maryland Park CDP, Maryland",660,-0.228,-0.332,0.804,-0.164,-0.883, NA,-0.857, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med high,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Mays Chapel, MD",Mays Chapel,"Mays Chapel CDP, Maryland","12,059",-0.851,-0.421,-0.859,-0.657,-0.844,-0.458,-0.302,0.508,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Mechanicsville, MD",Mechanicsville,"Mechanicsville CDP, Maryland","1,783",-0.347,-0.836,-0.934,-1.569,0.095, NA,-1.459,-0.732,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,NA,low,low
2022,Northeast,Mid-Atlantic,MD,"Melwood, MD",Melwood,"Melwood CDP, Maryland","3,438",0.431,0.695,0.531,0.51,0.469, NA,0.715,0.6,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,med high,med high,med,NA,med high,med high
2022,Northeast,Mid-Atlantic,MD,"Milford Mill, MD",Milford Mill,"Milford Mill CDP, Maryland","31,513",0.235,0.237,-0.016,-1.171,0.255,-0.693,-0.896,0.348,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Millington, MD",Millington,"Millington town, Maryland",623,0.565,0.1,0.163,-0.594,0.175,0.011,-0.916,-0.843,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,med,med,low,med,med,low,low
2022,Northeast,Mid-Atlantic,MD,"Mitchellville, MD",Mitchellville,"Mitchellville CDP, Maryland","12,103",-0.523,-0.29,-0.647,-0.544,-1.685,-0.675,0.091,0.965,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,med,med high
2022,Northeast,Mid-Atlantic,MD,"Morningside, MD",Morningside,"Morningside town, Maryland","1,035",0.72,0.887,-0.227,-0.192,-0.269,0.069,-0.169,0.676,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,med high,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,MD,"Mount Rainier, MD",Mount Rainier,"Mount Rainier city, Maryland","8,262",-0.091,2.662,-0.344,-1.357,0.467,2.027,-1.275,1.911,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,med,high,low,high
2022,Northeast,Mid-Atlantic,MD,"Nanticoke Acres, MD",Nanticoke Acres,"Nanticoke Acres CDP, Maryland",159,-1.336,-1.03, NA,-0.811, NA, NA,1.14,-1.543,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,NA,low,NA,NA,high,low
2022,Northeast,Mid-Atlantic,MD,"National Harbor, MD",National Harbor,"National Harbor CDP, Maryland","4,268",-0.255,0.489,0.04,-1.632,0.021, NA,-1.03,0.907,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,med,low,med,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"Naval Academy, MD",Naval Academy,"Naval Academy CDP, Maryland","2,016",-1.113,-0.42,-1.067,-0.88, NA, NA,-1.907, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"New Carrollton, MD",New Carrollton,"New Carrollton city, Maryland","13,580",0.142,1.953,-0.429,-0.841,0.004,-0.445,-0.741,1.322,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,med,low,low,high
2022,Northeast,Mid-Atlantic,MD,"North Beach, MD",North Beach,"North Beach town, Maryland","2,646",0.258,-0.352,-0.719,-0.235,-0.057,-0.026,-0.366,1.039,-0.055,-0.078,-0.168,-0.122,low,low,low,low,med,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,MD,"North Brentwood, MD",North Brentwood,"North Brentwood town, Maryland",766,0.552,3.91,-0.251,-1.048,-0.563,1.395,-0.874,1.274,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,high,low,low,low,high,low,high
2022,Northeast,Mid-Atlantic,MD,"Odenton, MD",Odenton,"Odenton CDP, Maryland","45,026",-0.643,-0.152,-0.631,-1.114,-0.57,-0.235,-0.882,0.38,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Overlea, MD",Overlea,"Overlea CDP, Maryland","12,794",0.082,0.199,-0.069,-0.463,0.172,-0.665,-0.445,0.322,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Owings Mills, MD",Owings Mills,"Owings Mills CDP, Maryland","34,999",-0.107,0.193,-0.439,-0.984,0.063,-0.824,-0.865,0.314,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Oxon Hill, MD",Oxon Hill,"Oxon Hill CDP, Maryland","18,526",0.436,1.581,-0.106,-0.647,-0.095, NA,-0.107,0.84,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"Parole, MD",Parole,"Parole CDP, Maryland","18,527",-0.715,-0.259,-0.38,0.178,-0.529,-0.8,0.559,0.393,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med high,med
2022,Northeast,Mid-Atlantic,MD,"Parsonsburg, MD",Parsonsburg,"Parsonsburg CDP, Maryland",200,-1.336,-0.204, NA,-3.302, NA, NA,-2.921, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,NA,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Peppermill Village, MD",Peppermill Village,"Peppermill Village CDP, Maryland","5,633",0.124,0.916,-0.132,-0.157,0.275, NA,-0.069,1.179,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,low,low,med,NA,low,high
2022,Northeast,Mid-Atlantic,MD,"Perryman, MD",Perryman,"Perryman CDP, Maryland","2,403",2.248,-0.151,1.758,-0.129,1.528,-1.263,-0.612,-0.193,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,low,high,low,high,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Perryville, MD",Perryville,"Perryville town, Maryland","4,398",-0.003,-0.504,-0.151,-0.268,0.163,0.184,-0.243,-0.502,-0.169,-0.144,-0.168,-0.122,low,low,low,low,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,MD,"Pikesville, MD",Pikesville,"Pikesville CDP, Maryland","34,101",-0.289,-0.054,-0.231,-0.286,-0.186,-0.514,-0.079,0.39,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Pittsville, MD",Pittsville,"Pittsville town, Maryland","2,205",0.357,-0.384,0.088,-0.361,0.94,-0.225,-0.02,-1.423,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Pleasant Hills, MD",Pleasant Hills,"Pleasant Hills CDP, Maryland","3,925",-0.915,-0.63,-0.744,0.011,-1.599,-0.188,0.308,0.146,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med,med
2022,Northeast,Mid-Atlantic,MD,"Pocomoke City, MD",Pocomoke City,"Pocomoke City city, Maryland","4,318",0.224,-0.083,-0.44,-0.094,0.714,-0.796,0.109,-1.736,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,low,med high,low,med,low
2022,Northeast,Mid-Atlantic,MD,"Pylesville, MD",Pylesville,"Pylesville CDP, Maryland",780,1.494,-0.449,1.21,-1.727, NA, NA,-1.176,-0.068,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,low,high,low,NA,NA,low,low
2022,Northeast,Mid-Atlantic,MD,"Queen Anne CDP, MD",Queen Anne,"Queen Anne CDP, Maryland","1,516",-0.597,-1.055,-1.012,-0.611, NA, NA,0.168,-0.048,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,med,low
2022,Northeast,Mid-Atlantic,MD,"Queen Anne town, MD",Queen Anne,"Queen Anne town, Maryland",198,-0.123,-0.526,-1.067,-0.359,0.198,0.093,-0.265,-0.403,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,MD,"Queenland, MD",Queenland,"Queensland CDP, Maryland","2,034",-0.932,-0.551,-0.41,-0.725, NA, NA,-0.729, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Randallstown, MD",Randallstown,"Randallstown CDP, Maryland","36,223",0.257,-0.082,0.084,-0.366,-0.182,-0.745,0.07,0.273,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med,low,low,low,med,med
2022,Northeast,Mid-Atlantic,MD,"Reisterstown, MD",Reisterstown,"Reisterstown CDP, Maryland","27,616",0.329,0.206,0.183,-0.517,-0.018,-0.448,-0.572,0.4,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Rising Sun, MD",Rising Sun,"Rising Sun town, Maryland","2,756",-0.408,-0.362,-0.421,-0.785,0.346,-0.189,-0.959,-0.461,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Riva, MD",Riva,"Riva CDP, Maryland","4,784",-1.071,-0.56,-0.895,-0.128,-1.119,-0.267,-0.009,0.463,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Riverdale Park, MD",Riverdale Park,"Riverdale Park town, Maryland","7,284",0.309,3.071,-0.023,-1.067,-0.196,0.695,-1.56,1.08,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,med high,low,high
2022,Northeast,Mid-Atlantic,MD,"Riviera Beach, MD",Riviera Beach,"Riviera Beach CDP, Maryland","12,121",-0.284,-0.43,-0.316,-0.657,-0.373,-0.664,-0.721,0.436,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Romancoke, MD",Romancoke,"Romancoke CDP, Maryland","1,761",-0.168,-0.762,-1.067,-0.113,-0.603, NA,-0.126, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,MD,"Rosaryville, MD",Rosaryville,"Rosaryville CDP, Maryland","12,026",-0.334,0.082,-0.46,-0.509,-1.408,-0.577,-0.041,0.748,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Rosedale, MD",Rosedale,"Rosedale CDP, Maryland","20,058",0.19,0.113,-0.052,-0.372,0.223,-0.84,-0.046,0.239,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Rossville, MD",Rossville,"Rossville CDP, Maryland","15,503",-0.518,0.206,-0.141,-0.863,0.198,-0.476,-0.842,0.237,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Seabrook, MD",Seabrook,"Seabrook CDP, Maryland","19,369",0.114,2.076,-0.261,-0.969,-0.333, NA,-0.845,1.139,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,NA,low,high
2022,Northeast,Mid-Atlantic,MD,"Seat Pleasant, MD",Seat Pleasant,"Seat Pleasant city, Maryland","4,544",1.168,0.845,0.471,-0.027, NA,0.18,-0.296,1.008,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,med high,med,low,NA,med,low,high
2022,Northeast,Mid-Atlantic,MD,"Shady Side, MD",Shady Side,"Shady Side CDP, Maryland","4,959",-0.808,-0.57,-0.519,-0.874,-0.707,-0.182,-0.149,0.131,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"Sharptown, MD",Sharptown,"Sharptown town, Maryland",754,-0.451,-0.552,-0.779,-1.017,0.456,-0.541,-0.899,-1.247,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,MD,"Silver Hill, MD",Silver Hill,"Silver Hill CDP, Maryland","5,455",0.073,-0.04,-0.392,-1.016,0.595, NA,-1.074,0.849,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,low,med high,NA,low,med high
2022,Northeast,Mid-Atlantic,MD,"South Laurel, MD",South Laurel,"South Laurel CDP, Maryland","28,427",0.149,0.738,0.122,-1.33,-0.105,-0.397,-1.236,0.95,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,med,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Springdale, MD",Springdale,"Springdale CDP, Maryland","4,950",-0.044,0.727,-0.659,-0.918,-0.667,-1.117,-0.189,1.106,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,MD,"Still Pond, MD",Still Pond,"Still Pond CDP, Maryland",126,-0.021,-0.798,-1.067,0.185, NA, NA,0.143, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,NA,NA,med,NA
2022,Northeast,Mid-Atlantic,MD,"Sudlersville, MD",Sudlersville,"Sudlersville town, Maryland",379,0.32,0.542,1.541,0.409,0.903,-0.18,0.734,-0.463,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,high,med,med high,low,med high,low
2022,Northeast,Mid-Atlantic,MD,"Suitland, MD",Suitland,"Suitland CDP, Maryland","25,839",0.183,0.149,0.068,-0.971,0.242, NA,-0.946,1.028,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med,low,med,NA,low,high
2022,Northeast,Mid-Atlantic,MD,"Summerfield, MD",Summerfield,"Summerfield CDP, Maryland","15,940",0.203,0.662,0.435,-1.159,-0.129, NA,-0.903,0.411,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,med,low,low,NA,low,med
2022,Northeast,Mid-Atlantic,MD,"Taylors Island, MD",Taylors Island,"Taylors Island CDP, Maryland",109,-0.826,-1.138,-1.067,0.844, NA, NA,1.168,-0.756,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med high,NA,NA,high,low
2022,Northeast,Mid-Atlantic,MD,"Temple Hills, MD",Temple Hills,"Temple Hills CDP, Maryland","8,310",0.185,0.598,0.036,-0.908,0.244,-1.183,-0.823,1.052,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med high,med,low,med,low,low,high
