"Time","Value","EPU","Source","Var","Units"
1991,0.0252235087697024,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1991,0.103677300629132,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1991,0.321691293049578,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1991,0.511718544844499,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1991,0.916512520107538,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1991,1.09671000654367,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1992,0.68340280065348,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1992,-0.204110569576198,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1992,-1.74388113118759,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1992,-0.395167944052924,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1992,-0.0520072440941863,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1992,-0.691860181385826,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1992,-1.17675806144229,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1992,-1.62946004781516,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1992,-0.553585222542005,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1992,-1.24239692674253,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1992,-1.29411127652828,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1992,-1.30239404750836,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1992,-0.09125776947978,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1992,-0.780923618533527,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1992,-1.19720421554529,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1992,-1.1067971971265,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1993,-1.33688865006021,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1993,-1.33941041075294,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1993,-0.963121936816629,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1993,-1.07512196662141,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1993,-1.00377737374906,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1993,-0.741203108136628,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1993,-0.74919169985977,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1993,-0.189944169956448,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1993,-0.744501498124065,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1993,-1.19602364210713,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1993,-1.15736259798104,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1993,-0.64421768950471,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1993,-0.915116484025234,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1993,-1.23765890808471,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1993,-0.322566105221314,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1993,-0.0387643616539126,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1994,-1.03255591267535,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1994,-0.478632990668551,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1994,-0.505329375481217,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1994,-0.0332475418148164,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1994,-0.681935151145005,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1994,0.115840340581888,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1994,0.822810997515264,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1994,-0.127717940633381,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1994,-0.26273085444325,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1994,0.00465401598840298,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1994,0.0668646415349725,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1994,0.382044702272883,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1994,0.362825512206253,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1994,0.564396093021108,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1994,0.597088473631883,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1994,0.064012569267641,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1995,0.223554865032506,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1995,-0.0762713530642625,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1995,0.712841875224528,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1995,0.109256201078129,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1995,0.125479037740571,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1995,-0.0055418978067765,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1995,0.328896564557265,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1995,-0.0321033529109158,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1995,0.212989671859403,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1995,0.045571263010654,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1995,-0.00625055805515373,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1995,-0.11944213443449,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1995,-0.297074554851355,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1995,-0.203133736606837,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1995,-0.137035092995438,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1995,0.0586410911259652,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1996,-1.86900834035455,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1996,-1.52300253967485,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1996,-1.68915131944817,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1996,-2.12296034664375,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1996,-0.892170933055341,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1996,-0.703743797901204,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1996,-1.53966978123019,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1996,-2.00495625613947,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1996,-0.0592650910933896,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1996,0.188965546031944,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1996,0.0743258725855975,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1996,-0.138431625069413,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1996,-0.240276707222263,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1996,-0.335600032337751,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1996,-1.10505475565341,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1996,-1.47294986668041,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1997,0.161427209377003,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1997,0.36789817424706,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1997,-0.237830210348053,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1997,-0.947754241677973,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1997,-0.52646221480184,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1997,-0.345658583712486,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1997,0.292434810625254,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1997,-0.8974769878803,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1997,-0.0192751442776498,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1997,-0.00985282545690858,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1997,-0.054196194664538,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1997,-0.295557188982012,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1997,-0.116907082441116,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1997,-0.101380595074778,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1997,-0.260909324769489,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1997,-0.756934356409447,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1998,-0.57854802584155,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1998,-0.856610217762462,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1998,-1.00263629783454,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1998,-1.39631481566958,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1998,-0.755121906294312,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1998,-0.505849289623131,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1998,-0.912276688046768,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1998,-1.47338811345398,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1998,-0.324728498217287,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1998,-0.354773332525709,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1998,-0.818116137551326,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1998,-1.20559984530454,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1998,-1.28466046935507,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1998,-1.23402297638811,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1998,-1.35673061106068,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1998,-1.78633712225784,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1999,0.462357338784011,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1999,0.401645524394501,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1999,1.55528234302098,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1999,1.0188184091111,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1999,0.183289787180845,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1999,0.295845154927283,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1999,1.23142624615544,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1999,0.937304964618873,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1999,-0.935312720553128,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1999,-0.56756768711699,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1999,-0.301974437575602,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1999,0.0654854739375663,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
1999,-1.00163803146007,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
1999,0.0867324279593733,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
1999,0.487437076114986,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
1999,0.675967636002738,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2000,0.514301352786783,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2000,1.01867445118722,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2000,0.106488674007377,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2000,-0.893667280897962,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2000,0.425262356582749,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2000,0.857460467897492,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2000,0.360230582283917,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2000,-0.844147805091259,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2000,0.175876862778025,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2000,0.157421377960824,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2000,0.0355249334818888,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2000,-0.17600627859019,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2000,0.310924546910009,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2000,0.204045852858121,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2000,0.0905374106639254,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2000,-0.0768264120295221,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2001,-0.804017543838225,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2001,-0.60511440634205,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2001,0.253479616912148,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2001,0.806314903735656,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2001,-0.175581834364139,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2001,-0.0546924853636606,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2001,0.0333160217678028,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2001,0.327815172685744,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2001,-0.0824073295387597,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2001,-0.273592813614655,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2001,-0.500823332235987,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2001,-0.626690562093136,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2001,-0.0970844441714718,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2001,-0.730727735240614,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2001,-0.627105086306783,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2001,-0.546173478438693,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2002,1.60898905205724,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2002,1.43506022790544,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2002,0.596733963015675,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2002,0.105532350603241,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2002,0.446851867077659,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2002,0.659244519075535,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2002,0.589844918976343,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2002,0.0928867219330147,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2002,-0.140048697137986,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2002,0.264922319082379,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2002,0.278853810186927,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2002,0.217563805771545,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2002,-0.2378894730428,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2002,0.276220626329965,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2002,0.483598730205768,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2002,0.418438621668459,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2003,-1.16560003703727,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2003,-1.29102731767643,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2003,-1.07984579216239,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2003,-0.670019302625777,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2003,-0.908607585242826,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2003,-0.748920232078199,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2003,-0.672247923526418,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2003,-0.694962520315487,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2003,-0.442877671475656,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2003,-0.988917338162795,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2003,-1.03551567677182,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2003,-0.978294756216816,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2003,-0.313567433254634,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2003,-0.517614231315195,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2003,-0.64022347867505,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2003,-0.281609552618368,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2004,-1.56709340842011,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2004,-1.97459744033126,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2004,-2.58779469620539,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2004,-0.910235650639972,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2004,-1.45754907278866,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2004,-1.34799149822571,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2004,-1.6555330293544,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2004,-1.61930292835034,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2004,-0.971414609760748,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2004,-1.51249887480061,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2004,-1.59144522877923,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2004,-1.56041227377756,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2004,-0.7633481039821,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2004,-1.10083237391638,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2004,-1.62571765862431,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2004,-1.74424628044747,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2005,-1.40090637680178,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2005,-1.44652549307505,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2005,-0.807850387469022,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2005,-0.55749398983756,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2005,-1.16387321661377,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2005,-1.1126640802116,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2005,-1.10668000976102,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2005,-0.698690319053581,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2005,-1.69656977339615,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2005,-1.11786226156828,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2005,-0.787822632510839,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2005,-0.712153526347804,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2005,-1.47086984277934,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2005,-0.748200704864802,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2005,-0.206975955913395,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2005,-0.452117025887931,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2006,0.654172264207441,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2006,0.780850272441894,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2006,0.905994939338896,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2006,0.376515940141211,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2006,0.00170255145418174,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2006,-0.176291455007466,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2006,0.0657066682188159,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2006,-0.162500506327497,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2006,-0.178588791421538,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2006,0.0913081249178749,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2006,0.192437555710292,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2006,0.16178848501781,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2006,-0.144012209314845,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2006,0.322678531691783,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2006,0.524438422777495,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2006,-0.128286947789592,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2007,0.711310568669747,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2007,-1.06046253309686,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2007,-1.15436563205519,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2007,-1.42985211350642,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2007,0.0866441804898681,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2007,-1.00398132639401,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2007,-1.07858011360604,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2007,-1.80412531615895,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2007,0.150258194424537,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2007,-0.554352335274976,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2007,-0.868248793419572,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2007,-1.14558234211961,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2007,-0.41058127019302,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2007,-1.23359607223378,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2007,-0.941486343365647,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2007,-1.26408432826269,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2008,0.295739506101453,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2008,0.682288040663387,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2008,-0.0040794597167757,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2008,-0.289110809047534,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2008,-0.382611678389674,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2008,-0.544962136417676,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2008,-0.523426549980604,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2008,-0.562530434772265,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2008,-0.75863566224748,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2008,-0.552623308379413,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2008,-0.715217584601787,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2008,-1.06384238522842,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2008,-0.749595539473284,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2008,-0.661553124214471,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2008,-0.663038777953614,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2008,-0.766806794539843,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2009,0.129105960869742,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2009,0.1623978306019,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2009,-0.0567838683217197,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2009,0.646367136235984,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2009,-0.487816031123656,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2009,-0.382083622783288,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2009,0.071222746930772,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2009,1.05733180650272,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2009,-0.90395030347146,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2009,-0.510402522878719,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2009,-1.02175831548062,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2009,-0.509653193658786,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2009,-0.734994197380699,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2009,-0.59741685754328,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2009,-0.346496551657939,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2009,0.00542188007422517,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2010,-0.939355828465553,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2010,-0.483139822658023,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2010,-0.45423210363597,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2010,-0.707039278046594,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2010,0.666293916118418,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2010,0.85565858368403,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2010,0.622947586880509,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2010,-0.0212322348936311,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2010,-0.38025189113115,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2010,0.369991512921536,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2010,0.781659467130164,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2010,0.277301269993848,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2010,0.136951387755515,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2010,0.605714028220184,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2010,0.240389684571516,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2010,0.324156589698218,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2011,-1.06037076850872,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2011,0.192087483209113,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2011,0.492497211759103,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2011,0.606743251711897,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2011,0.0900523773018032,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2011,0.059596689685292,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
